arxiv_id,year_group,model_name,n_words,n_files,n_citations,cit_per_100_words,word_stratum,log_perplexity,perplexity,burstiness_std,burstiness_cv,n_sentences_scored,n_tokens_scored
2112.03376,2015,Qwen/Qwen2.5-0.5B,247,1,12,4.8582995951417,0,2.8365083466069985,17.056107429661843,0.8717939174636767,0.1858238711250696,17,309
2112.03554,2015,Qwen/Qwen2.5-0.5B,198,1,6,3.0303030303030303,0,3.598735940867457,36.55200133804032,1.2371465655566054,0.266040555237742,11,261
2112.04282,2015,Qwen/Qwen2.5-0.5B,272,1,10,3.6764705882352944,0,3.4918965944102114,32.84818835536162,0.9825101336388716,0.1921162668996836,16,355
2112.06129,2015,Qwen/Qwen2.5-0.5B,258,1,13,5.038759689922481,0,2.958732795715332,19.27353277087216,0.8038728106951561,0.1909582143959575,9,320
2112.06566,2015,Qwen/Qwen2.5-0.5B,247,1,13,5.263157894736842,0,3.871145756286982,47.99734785146879,0.8732735576464318,0.1628293320980124,14,338
2112.09196,2015,Qwen/Qwen2.5-0.5B,273,1,5,1.831501831501832,0,3.579623367537313,35.86003225107581,0.3210734219169578,0.0709840982879695,9,335
2112.10893,2015,Qwen/Qwen2.5-0.5B,232,1,3,1.293103448275862,0,3.639751664744128,38.08237835385133,0.6411301582816911,0.1353622938421366,12,298
2112.11052,2015,Qwen/Qwen2.5-0.5B,236,1,9,3.8135593220338975,0,2.840381763599537,17.122300960820233,0.7705997232179568,0.1963363849803151,11,324
2112.11953,2015,Qwen/Qwen2.5-0.5B,223,1,9,4.035874439461884,0,3.2248900459601533,25.150808570769755,0.9971320349546596,0.186160555854027,13,269
2112.14446,2015,Qwen/Qwen2.5-0.5B,277,1,16,5.776173285198556,0,2.8662948162235016,17.571790720658615,0.8376552409170207,0.1856865857328829,15,342
2112.15043,2015,Qwen/Qwen2.5-0.5B,242,1,9,3.71900826446281,0,3.5924179865596506,36.321795444637175,0.6105826520527485,0.1249473446792083,14,329
2112.15110,2015,Qwen/Qwen2.5-0.5B,170,1,5,2.941176470588235,0,3.6058054188070776,36.811320450511474,0.793510360144609,0.1594165370498658,10,219
2112.15221,2015,Qwen/Qwen2.5-0.5B,242,1,8,3.3057851239669422,0,3.108037384463028,22.37708366377388,1.0804552893495711,0.2375250638024308,12,284
2112.15290,2015,Qwen/Qwen2.5-0.5B,268,1,10,3.731343283582089,0,2.75158108658527,15.667383801924816,0.6261680356335594,0.1679208558723279,10,398
2112.15292,2015,Qwen/Qwen2.5-0.5B,188,1,4,2.127659574468085,0,3.066129203464674,21.45867952661238,0.5628348721789957,0.1267971630984604,8,230
2112.15347,2015,Qwen/Qwen2.5-0.5B,152,1,13,8.552631578947368,0,3.265043470594618,26.181249080551428,1.1136552109923532,0.2310494467312895,8,216
2112.15434,2015,Qwen/Qwen2.5-0.5B,192,1,8,4.166666666666666,0,3.616830777721245,37.21942408105152,1.211022117766552,0.2384796273801159,11,238
2112.15444,2015,Qwen/Qwen2.5-0.5B,278,1,10,3.597122302158273,0,2.8783153740429133,17.784288056556896,0.6812632521933198,0.1590854438557614,13,351
2201.00007,2015,Qwen/Qwen2.5-0.5B,211,1,9,4.265402843601896,0,3.426834909539474,30.779069877196346,0.8035063707604171,0.1589493925165279,10,266
2201.00043,2015,Qwen/Qwen2.5-0.5B,205,1,7,3.414634146341464,0,3.248427779586226,25.74982367687309,1.0607869314353084,0.2121348713314474,13,270
2201.00162,2015,Qwen/Qwen2.5-0.5B,174,1,5,2.8735632183908044,0,3.509044545941648,33.416324763220345,0.83000205392521,0.1739368559784229,8,226
2201.00194,2015,Qwen/Qwen2.5-0.5B,235,1,12,5.106382978723404,0,3.3085707573041523,27.34601343829976,1.310474305948062,0.2447000337080916,15,292
2201.00199,2015,Qwen/Qwen2.5-0.5B,158,1,6,3.79746835443038,0,3.2759951358776918,26.469553180607143,0.7419359212817273,0.1619128263971379,7,209
2201.00471,2015,Qwen/Qwen2.5-0.5B,211,1,7,3.3175355450236967,0,3.696562267485119,40.30849607630776,0.9980286866237748,0.1980120361883567,10,273
2201.00472,2015,Qwen/Qwen2.5-0.5B,219,1,9,4.10958904109589,0,3.0637202893273305,21.407049621103432,0.7767467051578556,0.167233879736933,14,295
